opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"Sicilian Defense, Scheveningen Variation, Matanovic Attack",white,1372,B82,7/8/18,2426,2369,41.7,32.1,26.2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.f4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,41.7,26.2,1.591603053,572.124,359.464
"Sicilian Defense, Scheveningen Variation, Modern Variation",white,2633,B83,7/1/18,2359,2325,30.3,39.7,30,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'Nc6', '7.O-O', 'Be7', '8.Be3', 'O-O', '9.f4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,30.3,30,1.01,797.799,789.9
"Sicilian Defense, Scheveningen Variation, Modern Variation",white,456,B83,6/2/18,2416,2378,34.4,35.5,30,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'Nc6', '7.O-O', 'Be7', '8.Be3', 'O-O', '9.f4', 'Bd7', '10.Nb3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,34.4,30,1.146666667,156.864,136.8
"Sicilian Defense, Scheveningen Variation, Modern Variation, General",black,1761,B83,6/20/18,2263,2298,34.1,32.6,33.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'Nc6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.3,34.1,0.976539589,586.413,600.501
"Sicilian Defense, Scheveningen Variation, Tal Variation",white,524,B82,6/30/18,2470,2376,50.6,24.2,25.2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.f4', 'Nc6', '7.Be3', 'Be7', '8.Qf3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,50.6,25.2,2.007936508,265.144,132.048
"Sicilian Defense, Scheveningen Variation, Vitolins Variation",white,150,B80,5/19/18,2041,2057,26.7,22.7,50.7,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bb5+']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,26.7,50.7,0.526627219,40.05,76.05
"Sicilian Defense, Smith-Morra Gambit Deferred",white,380,B40,6/27/18,2131,2090,33.7,23.2,43.2,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.c3']",e4,c5,Nf3,e6,d4,cxd4,c3,,33.7,43.2,0.780092593,128.06,164.16
"Sicilian Defense, Smith-Morra Gambit",white,2274,B21,6/29/18,2000,1970,42.7,17.3,40.1,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3']",e4,c5,d4,cxd4,c3,,,,42.7,40.1,1.064837905,970.998,911.874
"Sicilian Defense, Smith-Morra Gambit, Accepted, Classical Formation",black,362,B21,6/15/18,2205,2192,55.8,21.3,22.9,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'Nc6', '5.Nf3', 'd6', '6.Bc4', 'a6', '7.O-O', 'Nf6']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,22.9,55.8,0.410394265,82.898,201.996
"Sicilian Defense, Smith-Morra Gambit, Accepted, Fianchetto Defense",black,202,B21,6/16/18,1935,1983,34.6,19.8,45.5,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'Nc6', '5.Nf3', 'g6']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,45.5,34.6,1.315028902,91.91,69.892
"Sicilian Defense, Smith-Morra Gambit, Accepted, Kan Formation",black,288,B21,7/2/18,2167,2131,58.3,15.3,26.4,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'e6', '5.Nf3', 'a6']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,e6,26.4,58.3,0.452830189,76.032,167.904
"Sicilian Defense, Smith-Morra Gambit, Accepted, Paulsen Formation",black,713,B21,7/6/18,2116,2160,47.5,20.1,32.4,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'Nc6', '5.Nf3', 'e6', '6.Bc4', 'a6']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,32.4,47.5,0.682105263,231.012,338.675
"Sicilian Defense, Smith-Morra Gambit, Accepted, Pin Defense",black,124,B21,5/17/18,1966,1992,41.9,20.2,37.9,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'Nc6', '5.Nf3', 'e6', '6.Bc4', 'Bb4']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,37.9,41.9,0.904534606,46.996,51.956
"Sicilian Defense, Smith-Morra Gambit, Accepted, Scheveningen Formation",black,1217,B21,6/24/18,2083,2112,39.3,24,36.7,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'dxc3', '4.Nxc3', 'Nc6', '5.Nf3', 'd6', '6.Bc4', 'e6']",e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,36.7,39.3,0.933842239,446.639,478.281
"Sicilian Defense, Smith-Morra Gambit, Declined, Dubois Variation",white,254,B21,6/16/18,2137,2061,33.5,29.5,37,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'd3', '4.c4']",e4,c5,d4,cxd4,c3,d3,c4,,33.5,37,0.905405405,85.09,93.98
"Sicilian Defense, Smith-Morra Gambit, Declined, Push Variation",black,1096,B21,6/22/18,2049,2108,40.7,25.3,34,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'd3']",e4,c5,d4,cxd4,c3,d3,,,34,40.7,0.835380835,372.64,446.072
"Sicilian Defense, Smith-Morra Gambit, Declined, Scandinavian Formation",black,512,B21,4/20/18,2058,2094,40.4,26.4,33.2,"['1.e4', 'c5', '2.d4', 'cxd4', '3.c3', 'd5']",e4,c5,d4,cxd4,c3,d5,,,33.2,40.4,0.821782178,169.984,206.848
"Sicilian Defense, Snyder Variation",white,4325,B20,7/7/18,2217,2217,37.1,26.8,36.1,"['1.e4', 'c5', '2.b3']",e4,c5,b3,,,,,,37.1,36.1,1.027700831,1604.575,1561.325
"Sicilian Defense, Snyder Variation, Queen Fianchetto Variation",black,352,B20,7/5/18,2293,2331,37.5,30.1,32.4,"['1.e4', 'c5', '2.b3', 'b6']",e4,c5,b3,b6,,,,,32.4,37.5,0.864,114.048,132
"Sicilian Defense, Sozin Attack, Flank Variation",black,3668,B87,6/23/18,2284,2304,39,25.1,35.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bc4', 'a6', '7.Bb3', 'b5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,35.9,39,0.920512821,1316.812,1430.52
"Sicilian Defense, Sozin Attack, General Variation",white,1453,B86,6/20/18,2225,2204,35,25.1,39.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bc4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,35,39.9,0.877192982,508.55,579.747
"Sicilian Defense, Sozin Attack, Leonhardt Variation",black,2071,B88,7/2/18,2268,2293,37.4,29.6,33,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bc4', 'Nc6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33,37.4,0.882352941,683.43,774.554
"Sicilian Defense, Sozin Attack, Main Line",white,2533,B89,7/9/18,2353,2315,37.7,26.1,36.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bc4', 'Nc6', '7.Be3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,37.7,36.1,1.04432133,954.941,914.413
"Sicilian Defense, Staunton-Cochrane Variation",white,2303,B20,7/1/18,2023,2016,28.5,23.8,47.7,"['1.e4', 'c5', '2.c4']",e4,c5,c4,,,,,,28.5,47.7,0.597484277,656.355,1098.531
"Sicilian Defense, Velimirovic Attack",white,1786,B89,6/22/18,2382,2335,43.1,23.5,33.4,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Bc4', 'Nc6', '7.Be3', 'Be7', '8.Qe2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,43.1,33.4,1.290419162,769.766,596.524
"Sicilian Defense, Venice Attack",white,295,B56,6/2/18,2340,2273,47.8,34.6,17.6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e5', '6.Bb5+']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,47.8,17.6,2.715909091,141.01,51.92
"Sicilian Defense, Wing Gambit Deferred",white,361,B40,6/9/18,2212,2190,37.4,18.6,44,"['1.e4', 'c5', '2.Nf3', 'e6', '3.b4']",e4,c5,Nf3,e6,b4,,,,37.4,44,0.85,135.014,158.84
"Sicilian Defense, Wing Gambit",white,705,B20,6/16/18,2032,2055,36.5,17.4,46.1,"['1.e4', 'c5', '2.b4']",e4,c5,b4,,,,,,36.5,46.1,0.79175705,257.325,325.005
"Sicilian Defense, Wing Gambit, Abrahams Variation",white,166,B20,5/5/18,2066,2077,28.9,13.3,57.8,"['1.e4', 'c5', '2.b4', 'cxb4', '3.Bb2']",e4,c5,b4,cxb4,Bb2,,,,28.9,57.8,0.5,47.974,95.948
"Sicilian Defense, Wing Gambit, Carlsbad Variation",black,177,B20,5/29/18,2109,2100,43.5,16.9,39.5,"['1.e4', 'c5', '2.b4', 'cxb4', '3.a3', 'bxa3']",e4,c5,b4,cxb4,a3,bxa3,,,39.5,43.5,0.908045977,69.915,76.995
"Sicilian Defense, Wing Gambit, Deferred Variation",white,221,B50,12/7/17,2149,2196,33,18.1,48.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.b4']",e4,c5,Nf3,d6,b4,,,,33,48.9,0.674846626,72.93,108.069
"Sicilian Defense, Wing Gambit, Marshall Variation",white,662,B20,7/1/18,2087,2097,33.7,22.4,44,"['1.e4', 'c5', '2.b4', 'cxb4', '3.a3']",e4,c5,b4,cxb4,a3,,,,33.7,44,0.765909091,223.094,291.28
"Spanish Game, Alapin Defense",black,218,C60,6/23/18,2304,2311,30.3,36.2,33.5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bb4']",e4,e5,Nf3,Nc6,Bb5,Bb4,,,33.5,30.3,1.105610561,73.03,66.054
"Spanish Game, Berlin Defense",white,519,C65,6/23/18,2284,2210,51.6,26.2,22.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,,51.6,22.2,2.324324324,267.804,115.218
"Spanish Game, Berlin Defense, Berlin Wall, J. Rogers Line",black,535,C67,5/19/18,2444,2473,23.6,47.1,29.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Nd6', '6.Bxc6', 'dxc6', '7.dxe5', 'Nf5', '8.Qxd8+', 'Kxd8', '9.Nc3', 'Bd7']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,29.4,23.6,1.245762712,157.29,126.26
"Spanish Game, Berlin Defense, Beverwijk Variation",black,1130,C65,6/18/18,2105,2165,25.1,28.4,46.5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Bc5']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Bc5,46.5,25.1,1.852589641,525.45,283.63
"Spanish Game, Berlin Defense, Closed Showalter Variation",white,121,C66,5/3/15,2528,2435,48.8,36.4,14.9,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'd6', '5.d4', 'Bd7', '6.Nc3', 'Be7', '7.Bxc6']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,48.8,14.9,3.275167785,59.048,18.029
"Spanish Game, Berlin Defense, Closed Wolf Variation",black,209,C66,6/5/18,2174,2236,20.6,35.4,44,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'd6', '5.d4', 'Bd7', '6.Nc3', 'exd4']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,44,20.6,2.13592233,91.96,43.054
"Spanish Game, Berlin Defense, Hedgehog Variation",black,440,C66,6/11/18,2299,2356,21.4,39.3,39.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'd6', '5.d4', 'Bd7', '6.Nc3', 'Be7']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,39.3,21.4,1.836448598,172.92,94.16
"Spanish Game, Berlin Defense, Improved Steinitz Defense",black,985,C66,6/30/18,1932,1988,24.4,20.7,54.9,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'd6']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,54.9,24.4,2.25,540.765,240.34
"Spanish Game, Berlin Defense, Minckwitz Variation",white,177,C67,2/18/18,2473,2394,40.7,39.5,19.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Be7', '6.dxe5']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,40.7,19.8,2.055555556,72.039,35.046
"Spanish Game, Berlin Defense, Nyholm Attack",white,176,C65,5/18/18,2414,2406,29,42,29,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.d4', 'exd4', '5.O-O']",e4,e5,Nf3,Nc6,Bb5,Nf6,d4,exd4,29,29,1,51.04,51.04
"Spanish Game, Berlin Defense, Rio Gambit Accepted",black,2404,C67,7/8/18,2341,2400,18.9,57,24,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,24,18.9,1.26984127,576.96,454.356
"Spanish Game, Berlin Defense, Rio de Janeiro Variation",black,453,C67,4/12/18,2406,2450,24.1,40.2,35.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Be7']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,35.8,24.1,1.485477178,162.174,109.173
"Spanish Game, Berlin Defense, Rosenthal Variation",black,142,C67,6/30/16,2386,2386,33.8,38,28.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'a6']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,28.2,33.8,0.834319527,40.044,47.996
"Spanish Game, Berlin Defense, l'Hermet Variation",black,939,C67,7/5/18,2358,2380,28.4,44,27.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Nd6']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,27.6,28.4,0.971830986,259.164,266.676
"Spanish Game, Berlin Defense, l'Hermet Variation, Berlin Wall Defense",black,3837,C67,7/7/18,2421,2451,21.4,49.9,28.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Nd6', '6.Bxc6', 'dxc6', '7.dxe5', 'Nf5', '8.Qxd8+', 'Kxd8']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,28.6,21.4,1.336448598,1097.382,821.118
"Spanish Game, Berlin Defense, l'Hermet Variation, Westerinen Line",black,182,C67,4/27/18,2364,2387,25.3,39.6,35.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nf6', '4.O-O', 'Nxe4', '5.d4', 'Nd6', '6.Bxc6', 'dxc6', '7.dxe5', 'Ne4']",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,35.2,25.3,1.391304348,64.064,46.046
"Spanish Game, Bird Variation",black,2017,C61,7/2/18,2153,2215,26.3,25.1,48.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Nd4']",e4,e5,Nf3,Nc6,Bb5,Nd4,,,48.6,26.3,1.847908745,980.262,530.471
"Spanish Game, Classical Variation",black,2292,C64,7/8/18,2079,2093,28.5,27.7,43.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bc5']",e4,e5,Nf3,Nc6,Bb5,Bc5,,,43.8,28.5,1.536842105,1003.896,653.22
"Spanish Game, Classical Variation, Central Variation",white,961,C64,7/8/18,2227,2189,50,26.6,23.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bc5', '4.c3']",e4,e5,Nf3,Nc6,Bb5,Bc5,c3,,50,23.4,2.136752137,480.5,224.874
"Spanish Game, Classical Variation, Cordel Gambit",black,368,C64,5/25/18,2255,2277,29.1,25.5,45.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bc5', '4.c3', 'f5']",e4,e5,Nf3,Nc6,Bb5,Bc5,c3,f5,45.4,29.1,1.560137457,167.072,107.088
"Spanish Game, Classical Variation, Modern Main Line",white,551,C64,6/19/18,2356,2337,41.2,30.9,27.9,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bc5', '4.O-O', 'Nf6', '5.c3', 'O-O', '6.d4', 'Bb6', '7.Bg5']",e4,e5,Nf3,Nc6,Bb5,Bc5,O-O,Nf6,41.2,27.9,1.476702509,227.012,153.729
"Spanish Game, Classical Variation, Zukertort Gambit",white,712,C64,5/31/18,2268,2226,45.4,29.8,24.9,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'Bc5', '4.O-O', 'Nf6', '5.c3']",e4,e5,Nf3,Nc6,Bb5,Bc5,O-O,Nf6,45.4,24.9,1.823293173,323.248,177.288
"Spanish Game, Closed Variations",black,7101,C84,7/8/18,2297,2342,26.2,34,39.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,39.8,26.2,1.519083969,2826.198,1860.462
"Spanish Game, Closed Variations, Averbakh Variation",black,1043,C87,6/20/18,2278,2333,21.1,37.9,41,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'd6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,41,21.1,1.943127962,427.63,220.073
"Spanish Game, Closed Variations, Bogoljubow Variation",black,4069,C91,7/8/18,2310,2356,25.9,35.4,38.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.d4', 'Bg4']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,38.6,25.9,1.49034749,1570.634,1053.871
"Spanish Game, Closed Variations, Borisenko Variation",black,359,C96,6/24/18,2216,2293,20.6,33.4,46,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5', '11.d4', 'Nc6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,46,20.6,2.233009709,165.14,73.954
"Spanish Game, Closed Variations, Breyer Defense",black,331,C95,4/28/18,2366,2399,29.6,36,34.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Nb8', '10.d4', 'Nbd7', '11.Nbd2', 'Bb7', '12.Bc2', 'c5']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,34.4,29.6,1.162162162,113.864,97.976
"Spanish Game, Closed Variations, Center Attack",white,644,C84,6/4/18,2367,2331,33.9,37.7,28.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.d4']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,33.9,28.4,1.193661972,218.316,182.896
"Spanish Game, Closed Variations, Chigorin Defense",black,796,C98,7/5/18,2276,2297,23.4,41.1,35.5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5', '11.d4', 'Qc7', '12.Nbd2', 'Nc6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,35.5,23.4,1.517094017,282.58,186.264
"Spanish Game, Closed Variations, Chigorin Defense",white,222,C98,10/9/16,2536,2462,36.5,51.8,11.7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5', '11.d4', 'Qc7', '12.Nbd2', 'Nc6', '13.dxc5']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,36.5,11.7,3.11965812,81.03,25.974
"Spanish Game, Closed Variations, Chigorin Defense",black,3350,C97,7/7/18,2215,2268,24.1,33.9,42.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5', '11.d4', 'Qc7']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,42.1,24.1,1.746887967,1410.35,807.35
"Spanish Game, Closed Variations, Closed Defense",black,333,C90,5/7/18,2294,2351,22.5,34.2,43.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,43.2,22.5,1.92,143.856,74.925
"Spanish Game, Closed Variations, Closed Defense",black,1285,C96,6/30/18,2221,2270,24.1,35.7,40.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,40.2,24.1,1.668049793,516.57,309.685
"Spanish Game, Closed Variations, Closed Defense",white,455,C96,5/5/18,2323,2278,37.6,35.6,26.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,37.6,26.8,1.402985075,171.08,121.94
"Spanish Game, Closed Variations, Delayed Exchange",white,2579,C85,7/8/18,2404,2369,33.1,42.4,24.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Bxc6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,33.1,24.4,1.356557377,853.649,629.276
"Spanish Game, Closed Variations, Flohr System",black,3488,C92,7/5/18,2307,2351,23.9,36.6,39.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Bb7']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,39.6,23.9,1.656903766,1381.248,833.632
"Spanish Game, Closed Variations, General",white,232,C92,2/25/18,2338,2289,37.5,39.2,23.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,37.5,23.3,1.60944206,87,54.056
"Spanish Game, Closed Variations, Keres Defense",black,277,C92,5/10/18,2385,2424,29.2,39.7,31.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'a5']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,31.1,29.2,1.065068493,86.147,80.884
"Spanish Game, Closed Variations, Keres Defense",black,1777,C96,7/8/18,2335,2385,26.3,38.4,35.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Na5', '10.Bc2', 'c5', '11.d4', 'Nd7']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,35.3,26.3,1.342205323,627.281,467.351
"Spanish Game, Closed Variations, Keres Defense",black,1215,C92,5/11/18,2355,2425,22.2,41.1,36.7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Nd7']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,36.7,22.2,1.653153153,445.905,269.73
"Spanish Game, Closed Variations, Kholmov Variation",black,525,C92,6/5/18,2326,2373,18.5,45.3,36.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bb5', 'a6', '4.Ba4', 'Nf6', '5.O-O', 'Be7', '6.Re1', 'b5', '7.Bb3', 'O-O', '8.c3', 'd6', '9.h3', 'Be6']",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,36.2,18.5,1.956756757,190.05,97.125
